25;1;0;0.5;0.01;0.98;0.06;0.01;0.32;0.38;0.22;0.32;0;0;0.45;0.72;0.64;0.59;0.33;0.25;0.5;0.44;0.35;0.34;0.62;0.24;0.16;0;0.46;0.01;0.24;0.29;0.33;0.46;0.19;0.7;0.36;0.7;0.31;0.5;0.45;0.43;0.41;0.44;0.5;0.75;0.78;0.77;0.76;0.48;0.59;0;0.18;0;0.58;0.43;0.35;0.57;0.13;0.08;0.06;0.09;0.92;0.04;0.17;0.17;0.51;0.57;0.28;0.78;0.07;0.46;0.5;0.01;0.86;0.73;0.14;0.45;0.75;0;0.39;0.34;0.33;0.32;0.2;0.36;0.48;0.35;0.52;0.49;0.85;0;0;0.09;0.79;0.6;0.52;0.75;0.15;0.02;0.07;0;0.15
25;1;0;0.53;0.02;0.96;0.08;0.01;0.38;0.31;0.22;0.51;0.01;0.5;0.64;0.67;0.28;0.71;0.49;0.16;0.64;0.62;0.57;0.55;0.59;0.58;0.4;0;0.4;0;0.08;0.1;0.19;0.56;0.21;0.58;0.52;0.51;0.22;0.68;0.14;0.28;0.18;0.16;0.5;0.89;0.9;0.87;0.79;0.37;0.59;0;0.03;0;0.08;0.06;0.17;0.18;0.03;0.02;0.05;0.05;0.86;0.06;0.16;0.18;0.57;0.58;0.25;0.93;0.02;0.18;0.5;0.01;0.89;0.89;0.05;0.43;0.48;0.02;0;0.45;0.45;0.46;0.12;0.3;0.43;0.33;0.36;0.37;0.31;0;0;0.15;0.68;0.85;0.85;0.75;0.06;0.05;0.07;0;0.09
39;1;0.01;0.41;0.01;0.99;0.03;0;0.36;0.39;0.22;0.48;0.02;1;0.34;0.54;0.16;0.58;0.55;0.25;0.61;0.36;0.33;0.31;0.36;0.59;0.39;0;0.25;0.01;0.19;0.22;0.34;0.36;0.34;0.46;0.64;0.43;0.51;0.43;0.36;0.24;0.38;0.39;0.44;0.76;0.79;0.84;0.83;0.3;0.35;0;0.05;0;0.1;0.28;0.34;0.47;0.01;0.04;0.04;0.05;0.95;0.01;0.13;0.14;0.44;0.5;0.29;0.71;0.03;0.36;0.5;0.01;0.91;0.66;0.08;0.29;0.42;0.13;0;0.13;0.13;0.14;0.23;0.23;0.24;0.25;0.38;0.19;0.26;0;0;0.06;0.77;0.58;0.64;0.8;0.02;0.16;0.02;0;0.03
25;1;0;0.59;0.01;0.99;0.05;0.01;0.35;0.41;0.27;0.26;0.02;0.86;0.68;0.85;0.38;0.67;0.28;0.11;0.44;0.64;0.48;0.46;0;0;0.49;0;0.56;0;0.04;0.09;0.21;0.44;0.32;0.69;0.41;0.4;0.22;0.62;0.21;0.42;0.24;0.23;0.59;0.88;0.88;0.91;0.86;0.68;0.6;0;0.07;0;0.14;0.11;0.14;0.14;0.03;0.02;0.02;0.02;0.95;0.02;0.27;0.29;0.63;0.64;0.29;0.93;0.04;0.29;0.5;0;0.92;0.89;0.34;0.29;0.46;0.04;0;0.52;0.49;0.49;0.48;0.63;0.79;0.64;0.37;0.55;0.31;0;0;0.09;0.85;0.81;0.83;0.9;0.04;0.07;0.14;0;0.03
54;2;0;0.31;0.01;0.99;0.03;0;0.36;0.35;0.21;0.57;0.02;1;0.33;0.41;0.05;0.55;0.65;0.16;0.64;0.35;0.36;0.33;0.38;0.01;0.97;0;1;0;0.13;0.23;0.3;0.33;0.25;0.42;0.54;0.44;0.41;0.52;0.33;0.19;0.32;0.34;0.34;0.78;0.81;0.86;0.84;0.72;0.54;0;0.03;0;0;0;0;0;0;0;0;0;0.98;0.01;0.08;0.09;0.35;0.38;0.23;0.77;0.03;0.36;0.5;0.01;0.75;0.73;0.02;0.5;0.44;0.15;0.22;0.09;0.09;0.1;0.16;0.17;0.17;0.19;0.3;0.09;0.25;0;0;0.02;0.77;0.79;0.83;0.78;0.01;0.24;0.04;0;0.01
45;2;0;0.45;0.81;0.35;0.03;0.01;0.58;0.54;0.45;0.6;0;0;0.12;0.32;0.08;0.25;0.68;0.6;0.42;0.16;0.14;0.23;0.14;0;0.25;0;0.58;0.02;0.67;0.64;0.69;0.22;0.61;0.28;0.7;0.43;0.82;0.28;0.41;0.63;0.47;0.47;0.5;0.18;0.22;0.19;0.33;0.86;0.74;0.02;0.87;0;0.43;0.31;0.26;0.81;0.02;0.01;0.01;0.02;0.97;0.01;0.32;0.28;0.4;0.32;0.52;0.48;0.22;0.54;0.5;0.01;0.73;0.54;0.28;0.82;0.46;0.97;0.44;0.06;0.06;0.08;0.03;0.09;0.09;0.11;0.47;0.34;0.65;0;0;0.01;0.87;0.59;0.74;0.79;0.02;0.14;0;0;0.63
42;2;0.01;0.57;0.01;0.98;0.04;0;0.36;0.35;0.18;0.33;0.02;1;0.56;0.73;0.22;0.78;0.39;0.07;0.5;0.53;0.51;0.49;0.64;0;0.39;0;0.64;0;0.05;0.15;0.2;0.58;0.15;0.59;0.28;0.6;0.2;0.72;0.16;0.26;0.18;0.17;0.54;0.93;0.94;0.99;0.84;0.3;0.29;0;0.04;0;0;0;0;0.14;0;0;0;0.01;0.94;0.02;0.19;0.22;0.6;0.6;0.36;0.92;0.02;0.19;0.5;0.01;0.92;0.9;0.1;0.56;0.5;0.01;0.14;0.17;0.18;0.22;0.34;0.37;0.38;0.44;0.38;0.42;0.43;0;0;0.04;0.85;0.73;0.82;0.73;0.04;0.08;0.19;0;0.04
42;2;0.01;0.4;0.01;0.99;0.02;0.01;0.39;0.42;0.33;0.8;0.02;1;0.24;0.35;0.18;0.55;0.82;0.26;0.65;0.27;0.27;0.26;0.21;0;0.05;0;0.44;0.01;0.28;0.33;0.45;0.29;0.22;0.38;0.37;0.6;0.45;0.45;0.28;0.46;0.21;0.25;0.42;0.7;0.72;0.72;0.6;0.38;0.55;0;0.06;0;0.08;0.17;0.14;0.12;0.01;0.02;0.01;0.01;0.91;0.04;0.21;0.19;0.36;0.45;0.2;0.65;0.03;0.41;0.5;0.01;0.82;0.58;0.22;0.63;0;0.06;0.17;0.14;0.14;0.15;0.16;0.19;0.22;0.19;0.17;0.27;0.61;0;0;0.04;0.97;0.9;0.92;0.9;0.02;0.15;0.11;0;0.06
25;2;0.01;0.52;0;0.99;0.03;0.01;0.46;0.45;0.34;0.46;0.01;0.39;0.42;0.53;0.79;0.58;0.58;0.31;0.49;0.42;0.36;0.34;0;0;0;0;0.16;0;0.1;0.53;0.54;0.29;0.48;0.53;0.46;0.32;0.44;0.42;0.35;0.38;0.25;0.3;0.54;0.84;0.81;0.98;0.9;0.73;0.81;0;0.08;0;0;0;0;0.04;0;0;0;0.01;0.77;0.15;0.24;0.25;0.57;0.61;0.31;0.84;0.07;0.34;0.5;0.05;0.32;0.79;0.3;1;0.48;0.02;0.37;0.36;0.37;0.39;0.35;0.41;0.45;0.4;0.3;0.38;0.67;0;0;0.16;0.86;0.94;0.96;0.9;0.14;0.02;0.03;0;0.09
47;2;0.01;0.76;0.22;0.82;0.02;0.01;0.52;0.42;0.24;0.15;0;0;0.59;0.81;0.57;0.44;0.21;0.12;0.16;0.56;0.39;0.41;0.21;0.02;0.06;0;0.18;0.01;0.16;0.21;0.28;0.41;0.1;0.67;0.52;0.25;0.37;0.41;0.2;0.28;0.29;0.26;0.75;0.88;0.87;0.94;0.74;0.19;0.34;0.01;0.24;0;0.49;0.36;0.36;0.49;0.04;0.03;0.03;0.03;0.97;0.03;0.28;0.33;0.81;0.84;0.53;0.86;0.12;0.12;0.5;0.01;0.86;0.83;0.08;0.47;0.88;0.12;0.29;0.21;0.23;0.24;0.26;0.3;0.36;0.32;0.3;0.51;0.21;0;0;0.03;0.5;0.26;0.47;0.23;0.03;0.1;0;0;0.03
13;3;0.01;0.5;0.9;0.28;0.04;0.01;0.41;0.4;0.25;0.58;0;0;0.14;0.37;0.31;0.27;0.55;0.79;0.53;0.18;0.2;0.35;0.14;0;0.34;0;0.19;0.03;0.67;0.63;0.65;0.26;0.55;0.28;0.6;0.53;0.54;0.4;0.76;0.39;0.63;0.72;0.51;0.28;0.26;0.03;0.24;0.52;0.62;0.03;0.74;0;0.28;0.34;0.28;0.24;0.02;0.02;0.02;0.01;0.96;0.03;0.27;0.24;0.46;0.45;0.49;0.49;0.23;0.46;0.5;0.03;0.62;0.5;0.08;0.68;0.58;0.7;0.25;0.07;0.07;0.09;0.01;0.08;0.12;0.11;0.52;0.35;0.37;0;0;0.03;0.86;0.61;0.74;0.77;0.03;0.11;0.04;0;0.34
12;3;0.01;0.38;0.01;0.98;0.02;0.02;0.32;0.35;0.2;0.72;0.02;1;0.22;0.21;0.08;0.47;0.81;0.24;0.86;0.19;0.2;0.19;0.32;0.15;0.27;0;0.33;0.01;0.26;0.27;0.49;0.11;0.22;0.31;0.3;0.25;0.43;0.25;0.56;0.17;0.51;0.55;0.33;0.64;0.62;0.62;0.54;0.5;0.53;0;0.03;0;0.13;0.09;0.08;0.13;0.03;0.02;0.01;0.02;0.92;0.03;0.14;0.15;0.42;0.35;0.62;0.71;0.09;0.51;0.5;0.04;0.48;0.76;0.09;0.45;0.88;0.25;0.15;0.13;0.11;0.09;0.36;0.33;0.33;0.38;0.49;0.6;0.28;0;0;0.09;0.17;0.33;0.45;0.27;0.02;0.18;0.01;0;0.4
47;3;0.02;0.33;0.18;0.86;0.02;0.01;0.43;0.5;0.35;0.5;0;0;0.13;0.39;0.26;0.29;0.59;0.52;0.41;0.15;0.18;0.18;0.18;0.11;0.43;0;0.55;0.04;0.53;0.83;0.76;0.16;0.51;0.31;1;0.24;0.88;0.19;0.7;0.34;0.74;0.76;0.35;0.42;0.41;0.37;0.39;0.47;0.41;0.01;0.25;0;0.13;0.42;0.45;0.38;0;0.01;0.02;0.01;0.97;0.01;0.12;0.12;0.33;0.34;0.36;0.48;0.1;0.57;0;0.03;0.78;0.48;0.04;0.37;0.56;0.75;0.21;0.06;0.05;0.06;0.06;0.1;0.1;0.11;0.31;0.35;0.35;0.01;0;0.01;0.81;0.56;0.76;0.82;0.04;0.11;0;0;0.16
28;3;0.02;0.37;1;0.09;0.02;0.01;0.46;0.45;0.27;0.61;0;0;0.09;0.29;0.23;0.25;0.64;0.77;0.53;0.11;0.15;0.35;0.14;0.23;0.21;0;0.11;0.06;0.89;0.55;0.66;0.25;0.61;0.22;0.33;0.44;0.47;0.36;0.63;0.52;0.63;0.67;0.56;0.1;0.07;0.14;0;0.84;0.62;0.06;1;0;0;0.39;0.61;0.75;0;0.02;0.03;0.03;0.98;0.02;0.45;0.36;0.4;0.38;0.44;0.43;0.27;0.55;0.5;0.05;0.56;0.45;0.36;0.5;0.4;0.57;0.56;0.05;0.05;0.05;0.03;0.09;0.14;0.16;0.7;0.49;0.56;0;0;0.02;0.86;0.67;0.87;0.8;0.04;0.13;0.04;0;0.29
25;3;0.01;0.63;0.02;0.94;0.18;0.02;0.4;0.33;0.24;0.18;0.02;0.9;1;0.85;0.3;0.91;0.23;0.1;0.34;1;0.98;0.95;0.67;0.62;0.72;0;0.43;0;0.02;0.04;0.04;1;0.1;0.73;0.53;0.65;0.09;1;0.15;0.33;0.21;0.19;0.58;0.94;0.96;0.95;0.75;0.45;0.48;0;0.04;0.01;0.18;0.26;0.36;0.34;0.09;0.11;0.14;0.12;0.89;0.03;0.15;0.18;0.68;0.68;0.39;0.94;0.01;0.05;1;0;0.94;0.92;0;0.56;0.54;0.01;0.12;0.74;0.81;0.87;0.18;0.58;1;0.54;0.54;0.46;0.54;0;0;0.21;0.56;0.83;0.74;0.73;0.07;0.05;0.12;0;0.1
42;3;0;0.28;0;1;0.02;0.01;0.33;0.36;0.28;0.84;0.02;1;0.12;0.16;0.15;0.48;0.9;0.46;0.95;0.18;0.19;0.18;0.07;0;0.11;0;0.52;0.01;0.31;0.58;0.68;0.14;0.48;0.21;0.52;0.4;0.68;0.22;0.35;0.44;0.27;0.32;0.38;0.6;0.62;0.81;0.54;0.39;0.35;0;0.12;0;0;0.17;0.26;0.22;0;0.01;0.02;0.02;0.85;0.08;0.17;0.15;0.3;0.37;0.24;0.56;0.04;0.42;0.5;0.02;0.71;0.52;0.86;0.91;0;0.16;0.75;0.05;0.05;0.06;0.08;0.11;0.11;0.11;0.52;0.12;0.65;0;0;0.04;0.97;0.86;0.92;0.87;0.01;0.29;0.16;0;0.06
18;3;0;0.36;0.01;0.99;0.02;0.01;0.32;0.42;0.25;0.49;0;0;0.38;0.59;0.64;0.53;0.48;0.13;0.56;0.39;0.35;0.33;0.44;0.16;0.23;0;0.32;0;0.11;0.11;0.25;0.29;0.09;0.63;0.29;0.39;0.36;0.42;0.43;0.21;0.5;0.49;0.37;0.72;0.76;0.85;0.61;0.63;0.71;0;0.05;0;0.62;0.46;0.38;0.32;0.03;0.02;0.02;0.01;0.98;0.03;0.09;0.09;0.38;0.45;0.27;0.65;0.04;0.46;0.5;0.01;0.89;0.6;0;0.34;0.56;0.22;0.36;0.14;0.13;0.13;0.25;0.29;0.31;0.32;0.27;0.2;0.21;0;0;0.02;0.73;0.49;0.5;0.7;0.01;0.23;0.01;0;0.08
1;3;0;0.51;0.66;0.47;0.02;0.01;0.98;0.85;0.92;0.43;0;0;0.09;0.4;0.65;0.3;0.51;0.71;0.31;0.18;0.14;0.21;0.12;0.3;0.39;0;0.14;0.03;0.81;0.54;0.57;0.36;0.48;0.28;0.34;0.65;0.48;0.42;0.31;0.8;0.35;0.35;0.47;0.34;0.31;0.22;0.34;0.51;0.51;0.02;0.68;0;0.95;0.7;0.63;0.78;0.11;0.07;0.06;0.07;0.94;0.01;0.28;0.22;0.35;0.4;0.33;0.46;0.17;0.52;0.5;0.02;0.63;0.45;0;0.32;0.69;0.62;0.35;0.07;0.08;0.1;0.05;0.08;0.08;0.07;0.69;0.08;0.31;0;0;0.04;0.79;0.47;0.48;0.59;0.07;0.05;0;0;0.03
54;4;0;0.33;0.44;0.65;0.02;0;0.37;0.33;0.22;0.75;0;0;0.16;0.13;0.08;0.39;0.87;0.42;0.72;0.22;0.27;0.32;0.16;0.52;1;0;0.29;0.02;0.53;0.42;0.51;0.27;0.34;0.18;0.15;0.52;0.32;0.49;0.48;0.3;0.42;0.47;0.41;0.54;0.48;0.46;0.59;0.33;0.29;0.01;0.24;0;0;0;0.1;0.14;0;0;0.01;0.01;0.97;0.01;0.2;0.18;0.34;0.33;0.36;0.64;0.08;0.42;0.5;0.04;0.46;0.65;0.17;0.85;0.13;0.48;0.33;0.04;0.05;0.07;0.07;0.11;0.13;0.11;0.76;0.18;0.22;0.01;0;0.04;0.72;0.83;0.83;0.75;0.02;0.13;0.07;0;0.13
39;4;0.01;0.45;0.03;0.97;0.04;0.01;0.39;0.38;0.26;0.47;0.02;1;0.42;0.51;0.19;0.66;0.6;0.17;0.75;0.4;0.36;0.34;0.26;0.37;0.16;0;0.38;0.01;0.13;0.18;0.28;0.32;0.31;0.45;0.56;0.46;0.33;0.47;0.28;0.3;0.3;0.3;0.43;0.79;0.79;0.86;0.7;0.54;0.38;0;0.13;0;0;0.05;0.12;0.12;0;0.01;0.02;0.02;0.92;0.04;0.15;0.16;0.48;0.55;0.22;0.8;0.04;0.29;0.5;0.01;0.94;0.74;0.06;0.48;0.54;0.05;0.11;0.18;0.17;0.17;0.2;0.3;0.31;0.32;0.44;0.27;0.19;0;0;0.09;0.77;0.75;0.89;0.89;0.04;0.09;0.04;0;0.09
45;4;0.01;0.42;0.76;0.39;0.06;0;0.54;0.52;0.4;0.49;0;0;0.16;0.48;0.17;0.25;0.58;0.49;0.42;0.19;0.19;0.28;0.16;0;0.06;0;0;0.02;0.55;0.74;0.72;0.18;0.62;0.4;0.98;0.24;1;0.23;0.62;0.49;0.58;0.62;0.51;0.29;0.22;0.12;0.32;0.63;0.69;0.03;0.75;0;0.53;0.39;0.32;0.27;0.03;0.02;0.02;0.01;0.98;0.03;0.32;0.28;0.44;0.45;0.42;0.54;0.21;0.49;0.5;0.02;0.69;0.54;0.29;0.69;0.52;0.81;0.56;0.07;0.06;0.08;0.04;0.1;0.11;0.13;0.39;0.27;0.39;0;0;0.02;0.83;0.69;0.81;0.78;0.02;0.15;0.01;0;0.16
33;4;0;0.43;0.02;0.98;0.04;0.01;0.34;0.52;0.29;0.3;0;0;0.45;0.73;0.43;0.56;0.32;0.13;0.28;0.44;0.39;0.37;0.38;0.34;0.51;0;0.69;0;0.12;0.18;0.26;0.38;0.32;0.72;0.76;0.19;0.46;0.43;0.47;0.35;0.56;0.54;0.46;0.7;0.75;0.83;0.53;0.69;0.66;0;0.1;0;0.14;0.2;0.16;0.16;0.03;0.04;0.03;0.03;0.94;0.03;0.15;0.15;0.46;0.53;0.39;0.56;0.07;0.53;0.5;0.02;0.73;0.53;0.05;0.47;0.71;0.14;0.23;0.35;0.33;0.31;0.54;0.53;0.57;0.54;0.5;0.83;0.81;0;0;0.09;0.4;0.42;0.69;0.49;0.07;0.04;0.02;0;0.1
1;4;0;0.48;0.13;0.89;0.01;0.01;0.45;0.46;0.3;0.35;0.02;1;0.31;0.61;0.28;0.35;0.47;0.13;0.61;0.29;0.23;0.23;0.18;0.19;0;0;0.15;0.01;0.18;0.32;0.46;0.13;0.24;0.44;0.53;0.3;0.56;0.24;0.38;0.25;0.42;0.42;0.47;0.76;0.75;0.87;0.68;0.42;0.38;0;0.07;0;0.52;0.38;0.45;0.38;0.02;0.01;0.02;0.01;0.97;0;0.13;0.15;0.54;0.54;0.48;0.74;0.09;0.28;0.5;0.01;0.84;0.73;0.11;0.48;0.65;0.25;0.07;0.1;0.09;0.08;0.18;0.18;0.16;0.19;0.15;0.15;0.15;0;0;0.01;0.78;0.71;0.87;0.8;0.03;0.09;0.01;0;0.65
25;4;0.01;0.6;0.06;0.92;0.13;0.01;0.34;0.29;0.18;0.29;0.02;0.72;0.82;0.7;0.22;0.73;0.34;0.09;0.34;0.77;0.65;0.63;0.61;0.32;0.49;0;0.54;0;0.09;0.06;0.08;0.84;0.25;0.71;0.29;0.7;0.07;0.84;0.12;0.28;0.16;0.14;0.58;0.94;0.95;0.88;0.83;0.4;0.54;0;0.02;0.01;0.37;0.3;0.32;0.4;0.22;0.16;0.16;0.18;0.85;0.06;0.14;0.18;0.66;0.68;0.25;0.93;0.02;0.15;0.5;0;0.95;0.88;0.14;0.39;0.5;0.01;0;0.55;0.57;0.59;0.17;0.52;0.68;0.55;0.38;0.53;0.56;0;0;0.25;0.7;0.77;0.73;0.79;0.07;0.05;0.58;0;0.05
50;4;0.01;0.32;0.01;0.99;0.03;0.01;0.31;0.44;0.29;0.56;0;0;0.23;0.43;0.28;0.55;0.61;0.53;0.43;0.25;0.27;0.26;0.32;0.11;0.15;0;0.33;0.02;0.31;0.29;0.38;0.3;0.38;0.45;0.31;0.36;0.41;0.35;0.64;0.44;0.55;0.61;0.37;0.53;0.59;0.6;0.55;0.46;0.49;0.01;0.16;0;0.17;0.15;0.23;0.19;0.03;0.02;0.03;0.03;0.93;0.02;0.12;0.1;0.3;0.41;0.22;0.47;0.06;0.54;0.5;0.03;0.72;0.43;0.32;0.41;0;0.44;0.58;0.23;0.21;0.21;0.31;0.32;0.34;0.31;0.6;0.59;0.67;0.02;0;0.07;0.7;0.52;0.77;0.69;0.02;0.2;0.03;0;0.06
1;4;0.01;0.44;0.26;0.8;0.01;0;0.4;0.41;0.27;0.51;0.02;1;0.29;0.52;0.03;0.32;0.61;0.12;0.68;0.29;0.24;0.24;0.27;0.39;0.14;0;0;0.01;0.17;0.27;0.42;0.13;0.31;0.41;0.29;0.37;0.34;0.27;0.42;0.21;0.39;0.42;0.41;0.73;0.71;0.81;0.66;0.65;0.65;0.01;0.21;0;0;0;0;0.46;0;0;0;0.01;0.98;0.03;0.1;0.12;0.47;0.45;0.47;0.84;0.06;0.37;0.5;0.01;0.88;0.84;0.18;0.58;0.52;0.11;0.29;0.09;0.08;0.08;0.22;0.23;0.2;0.27;0.23;0.23;0.39;0;0;0.01;0.93;0.81;0.94;0.9;0.02;0.15;0;0;0.22
